"4-2020","D44","18.5631689","73.9329275"
"4-2020","D44","18.5629357","73.9321987"
"4-2020","D44","18.5628815","73.9322064"
"4-2020","D44","18.5628907","73.932224"
"4-2020","D20","18.5628962","73.932229"
"4-2020","D20","18.5628962","73.932229"
"4-2020","D20","18.5628962","73.932229"
"4-2020","D44","18.5628962","73.932229"
"4-2020","D20","18.5628938","73.9322297"
"4-2020","D20","18.5628938","73.9322297"
"4-2020","D44","18.5620115","73.9320247"
"4-2020","D20","18.5619732","73.9317348"
"4-2020","D20","18.5619861","73.9317173"
"4-2020","D43","18.5619981","73.9317074"
"4-2020","D43","18.5620184","73.9316888"
"4-2020","D43","18.5620184","73.9316888"
"4-2020","D20","18.5620184","73.9316888"
"4-2020","D20","18.5620264","73.9316786"
"4-2020","D44","18.5620304","73.9316693"
"4-2020","D20","18.5620301","73.9316627"
"4-2020","D20","18.5620301","73.9316627"
"4-2020","D20","18.5620301","73.9316627"
"4-2020","D20","18.5620301","73.9316627"
"4-2020","D20","18.5620279","73.9316592"
"4-2020","D44","18.5628369","73.9310018"
"4-2020","D20","18.5628369","73.9310018"
"4-2020","D20","18.5628305","73.9310008"
"4-2020","D20","18.5628305","73.9310008"
"4-2020","D44","18.5628322","73.9309998"
"4-2020","D44","18.5628431","73.9310009"
"4-2020","D44","18.5628708","73.9310165"
"4-2020","D44","18.5628708","73.9310353"
"4-2020","D20","18.5628744","73.9310483"
"4-2020","D44","18.5628742","73.9310808"
"4-2020","D20","18.5628801","73.9311198"
"4-2020","D44","18.5628751","73.9311769"
"4-2020","D20","18.5628751","73.9311769"
"4-2020","D44","18.5628726","73.9312518"
"4-2020","D20","18.5628726","73.9312518"
"4-2020","D20","18.5628718","73.9312651"
"4-2020","D20","18.5628718","73.9312651"
"4-2020","D20","18.5628718","73.9312651"
"4-2020","D20","18.5628718","73.9312651"
"4-2020","D44","18.5628717","73.931282"
"4-2020","D20","18.5628722","73.9312877"
"4-2020","D20","18.5628722","73.9312877"
"4-2020","D44","18.5628722","73.9312877"
"4-2020","D20","18.5628725","73.9312977"
"4-2020","D20","18.5628725","73.9312977"
"4-2020","D20","18.5628725","73.9312977"
"4-2020","D20","18.5628725","73.9312977"
"4-2020","D20","18.5628725","73.9312977"
"4-2020","D44","18.5628725","73.9312977"
"4-2020","D20","18.5628733","73.9313043"
"4-2020","D20","18.5628733","73.9313043"
"4-2020","D44","18.562877","73.9313086"
"4-2020","D44","18.5628786","73.9313131"
"4-2020","D44","18.5628806","73.9313218"
"4-2020","D44","18.562882","73.9313341"
"4-2020","D44","18.5628833","73.9313482"
"4-2020","D44","18.5628857","73.9313613"
"4-2020","D44","18.562882","73.9315417"
"4-2020","D44","18.562882","73.9315417"
"4-2020","D44","18.562882","73.9315417"
"4-2020","D44","18.5628776","73.9315664"
"4-2020","D44","18.5628731","73.9315879"
"4-2020","D44","18.5628703","73.9316011"
"4-2020","D44","18.5628703","73.9316011"
"4-2020","D44","18.562868","73.9316138"
"4-2020","D44","18.562868","73.9316138"
"4-2020","D44","18.562868","73.9316138"
"4-2020","D20","18.5628648","73.9316314"
"4-2020","D44","18.5628647","73.9316588"
"4-2020","D00","18.5628709","73.9318487"
"4-2020","D44","18.5628737","73.9318657"
